,Sentence #,Word,Tag
29596,," , ",rw
29597,,ALTURAS,locality
29598,,DE,locality
29599,,BELEN,locality
29600,,MARIANAO,municipality
29601,," , ",rw
29602,,CIUDAD,province
29603,,DE,province
29604,,LA,province
29605,,HABANA,province
29606,Sentence 1547,76,principal_street
29607,,ed.,rw
29608,,24C78,building
29609,,apto,rw
29610,,38,apartment
29611,,E/,rw
29612,,57,first_side_street
29613,,y,rw
29614,,59,second_side_street
29615,," , ",rw
29616,,ALTURAS,locality
29617,,DE,locality
29618,,BELEN,locality
29619,," , ",rw
29620,,MARIANAO,municipality
29621,," , ",rw
29622,,CIUDAD,province
29623,,DE,province
29624,,LA,province
29625,,HABANA,province
29626,Sentence 1548,ave,rw
29627,,76,principal_street
29628,,entre,rw
29629,,59,first_side_street
29630,,y,rw
29631,,61,second_side_street
29632,," , ",rw
29633,,ALTURAS,locality
29634,,DE,locality
29635,,BELEN,locality
29636,," , ",rw
29637,,MMARIANAO,municipality
29638,," , ",rw
29639,,CIUDAD,province
29640,,DE,province
29641,,LA,province
29642,,HABANA,province
29643,Sentence 1549,avenida,rw
29644,,78,principal_street
29645,,/,rw
29646,,ca,rw
29647,,19,first_side_street
29648,,@,first_side_street
29649,,y,rw
29650,,Av.,rw
29651,,CASA,second_side_street
29652,,BLANCA,second_side_street
29653,," , ",rw
29654,,reparto,rw
29655,,CASA,locality
29656,,BLANCA,locality
29657,," , ",rw
29658,,REGLA,municipality
29659,," , ",rw
29660,,CIUDAD,province
29661,,DE,province
29662,,LA,province
29663,,HABANA,province
29664,Sentence 1550,calle,rw
29665,,238,principal_street
29666,,Edif.,rw
29667,,A11281,building
29668,,apart.,rw
29669,,nro.,rw
29670,,G13,apartment
29671,,E\,rw
29672,,3,first_side_street
29673,,y,rw
29674,,TERCERA,second_side_street
29675,,A,second_side_street
29676,," , ",rw
29677,,PLAYA,locality
29678,,DE,locality
29679,,JAIMANITAS,locality
29680,,PLAYA,municipality
29681,,CIUDAD,province
29682,,DE,province
29683,,LA,province
29684,,HABANA,province
29685,Sentence 1551,carretera,rw
29686,,238,principal_street
29687,,\,rw
29688,,3,first_side_street
29689,,y,rw
29690,,czda.,rw
29691,,3RA,second_side_street
29692,,A,second_side_street
29693,," , ",rw
29694,,ciudad,rw
29695,,PLAYA,locality
29696,,DE,locality
29697,,JAIMANITAS,locality
29698,," , ",rw
29699,,PLAYA,municipality
29700,," , ",rw
29701,,CIUDAD,province
29702,,DE,province
29703,,LA,province
29704,,HABANA,province
29705,Sentence 1552,238,principal_street
29706,,Edifi,rw
29707,,G,building
29708,,entre,rw
29709,,calles,rw
29710,,3RA,first_side_street
29711,,ave.,rw
29712,,y,rw
29713,,3,second_side_street
29714,,A,second_side_street
29715,," , ",rw
29716,,PLAYA,locality
29717,,DE,locality
29718,,JAIMANITAS,locality
29719,," , ",rw
29720,,PLAYA,municipality
29721,,CIUDAD,province
29722,,DE,province
29723,,LA,province
29724,,HABANA,province
29725,Sentence 1553,3RA,principal_street
29726,,czda.,rw
29727,,E/,rw
29728,,438,first_side_street
29729,,y,rw
29730,,calz,rw
29731,,1,second_side_street
29732,," , ",rw
29733,,localidad,rw
29734,,BOCA,locality
29735,,CIEGA,locality
29736,,HABANA,municipality
29737,,DEL,municipality
29738,,ESTE,municipality
29739,," , ",rw
29740,,CIUDAD,province
29741,,DE,province
29742,,LA,province
29743,,HABANA,province
29744,Sentence 1554,3RA,principal_street
29745,,edificio,rw
29746,,47789,building
29747,,entre,rw
29748,,MARTI,first_side_street
29749,,y,rw
29750,,5TA,second_side_street
29751,,ctra,rw
29752,,VILLA,locality
29753,,MARIA,locality
29754,," , ",rw
29755,,GUANABACOA,municipality
29756,," , ",rw
29757,,CIUDAD,province
29758,,DE,province
29759,,LA,province
29760,,HABANA,province
29761,Sentence 1555,3RA,principal_street
29762,,calle,rw
29763,,edificio,rw
29764,,9646C6,building
29765,,ap,rw
29766,,96,apartment
29767,,\,rw
29768,,pasaje,rw
29769,,D,first_side_street
29770,,y,rw
29771,,calle,rw
29772,,E,second_side_street
29773,,NARANJO,locality
29774,," , ",rw
29775,,GUANABACOA,municipality
29776,," , ",rw
29777,,CIUDAD,province
29778,,DE,province
29779,,LA,province
29780,,HABANA,province
29781,Sentence 1556,3RA,principal_street
29782,,ave.,rw
29783,,EDF,rw
29784,,num.,rw
29785,,55A100,building
29786,,apto,rw
29787,,N90,apartment
29788,,entre,rw
29789,,ave,rw
29790,,E,first_side_street
29791,,y,rw
29792,,F,second_side_street
29793,," , ",rw
29794,,NARANJO,locality
29795,,GUANABACOA,municipality
29796,," , ",rw
29797,,CIUDAD,province
29798,,DE,province
29799,,LA,province
29800,,HABANA,province
29801,Sentence 1557,3RA,principal_street
29802,,Ave,rw
29803,,EDIFICIO,rw
29804,,H,building
29805,,%,rw
29806,,F,first_side_street
29807,,&%,rw
29808,,Calzada,rw
29809,,MOLINA,second_side_street
29810,," , ",rw
29811,,rpt,rw
29812,,NARANJO,locality
29813,," , ",rw
29814,,GUANABACOA,municipality
29815,,CIUDAD,province
29816,,DE,province
29817,,LA,province
29818,,HABANA,province
29819,Sentence 1558,3RA,principal_street
29820,,calzada,rw
29821,,entre,rw
29822,,G,first_side_street
29823,,y,rw
29824,,Calzada,rw
29825,,E,second_side_street
29826,," , ",rw
29827,,LA,locality
29828,,LIMA,locality
29829,," , ",rw
29830,,GUANABACOA,municipality
29831,,CIUDAD,province
29832,,DE,province
29833,,LA,province
29834,,HABANA,province
29835,Sentence 1559,3RA,principal_street
29836,,avemida,rw
29837,,%,rw
29838,,G,first_side_street
29839,,y,rw
29840,,AVENIDA,second_side_street
29841,,DE,second_side_street
29842,,LOS,second_side_street
29843,,MARTIRES,second_side_street
29844,," , ",rw
29845,,LA,locality
29846,,LIMA,locality
29847,,GUANABACOA,municipality
29848,," , ",rw
29849,,CIUDAD,province
29850,,DE,province
29851,,LA,province
29852,,HABANA,province
29853,Sentence 1560,3RA,principal_street
29854,,ave,rw
29855,,ent.,rw
29856,,H,first_side_street
29857,,y,rw
29858,,AVENIDA,second_side_street
29859,,DE,second_side_street
29860,,LOS,second_side_street
29861,,MARTIRES,second_side_street
29862,," , ",rw
29863,,LA,locality
29864,,LIMA,locality
29865,,GUANABACOA,municipality
29866,," , ",rw
29867,,CIUDAD,province
29868,,DE,province
29869,,LA,province
29870,,HABANA,province
29871,Sentence 1561,3RA,principal_street
29872,,czda.,rw
29873,,edi,rw
29874,,C,building
29875,,ap,rw
29876,,28G,apartment
29877,,%,rw
29878,,4,first_side_street
29879,,y,rw
29880,,Calzada,rw
29881,,E,second_side_street
29882,," , ",rw
29883,,LA,locality
29884,,LIMA,locality
29885,," , ",rw
29886,,GUANABACOA,municipality
29887,," , ",rw
29888,,CIUDAD,province
29889,,DE,province
29890,,LA,province
29891,,HABANA,province
29892,Sentence 1562,3RA,principal_street
29893,,Carr.,rw
29894,,Edificio,rw
29895,,D133,building
29896,,e\c,rw
29897,,4TA,first_side_street
29898,,y,rw
29899,,ca,rw
29900,,a,second_side_street
29901,," , ",rw
29902,,LA,locality
29903,,LIMA,locality
29904,," , ",rw
29905,,GUANABACOA,municipality
29906,," , ",rw
29907,,CIUDAD,province
29908,,Da,province
29909,,LA,province
29910,,HABANA,province
29911,Sentence 1563,3RA,principal_street
29912,,ctra,rw
29913,,EDIFICIO,rw
29914,,A88277,building
29915,,apt,rw
29916,,N80,apartment
29917,,%,rw
29918,,calle,rw
29919,,C,first_side_street
29920,,y,rw
29921,,B,second_side_street
29922,,localidad,rw
29923,,ALTURAS,locality
29924,,DE,locality
29925,,VIA,locality
29926,,BLANCA,locality
29927,," , ",rw
29928,,mun,rw
29929,,GUANABACOA,municipality
29930,," , ",rw
29931,,CIUDAD,province
29932,,DE,province
29933,,LA,province
29934,,HABANA,province
29935,Sentence 1564,3RA,principal_street
29936,,czda.,rw
29937,,e\c,rw
29938,,B,first_side_street
29939,,y,rw
29940,,DON,second_side_street
29941,,RAFAEL,second_side_street
29942,," , ",rw
29943,,HABANA,locality
29944,,NUEVA,locality
29945,," , ",rw
29946,,GUANABACOA,municipality
29947,," , ",rw
29948,,CIUDAD,province
29949,,DE,province
29950,,LA,province
29951,,HABANA,province
29952,Sentence 1565,3RA,principal_street
29953,,ave,rw
29954,,Edificio,rw
29955,,F577,building
29956,,/,rw
29957,,A,first_side_street
29958,,y,rw
29959,,DON,second_side_street
29960,,RAFAEL,second_side_street
29961,,reparto,rw
29962,,HABANA,locality
29963,,NUEVA,locality
29964,,MUNICIPIO,rw
29965,,GUANABACOA,municipality
29966,," , ",rw
29967,,CIUDAD,province
29968,,DE,province
29969,,LA,province
29970,,HABANA,province
29971,Sentence 1566,3RA,principal_street
29972,,ctra,rw
29973,,edificio,rw
29974,,nu,rw
29975,,5F0,building
29976,,apt,rw
29977,,46,apartment
29978,,e/c,rw
29979,,A,first_side_street
29980,,y,rw
29981,,VIA,second_side_street
29982,,BLANCA,second_side_street
29983,," , ",rw
29984,,HABANA,locality
29985,,NUEVA,locality
29986,," , ",rw
29987,,GUANABACOA,municipality
29988,," , ",rw
29989,,CIUDAD,province
29990,,DE,province
29991,,LA,province
29992,,HABANA,province
29993,Sentence 1567,3RA,principal_street
29994,,calle,rw
29995,,edif,rw
29996,,D29,building
29997,,/,rw
29998,,E,first_side_street
29999,,y,rw
30000,,calle,rw
30001,,MASSIP,second_side_street
30002,," , ",rw
30003,,BELLAVISTA,locality
30004,," , ",rw
30005,,GUANABACOA,municipality
30006,," , ",rw
30007,,CIUDAD,province
30008,,DE,province
30009,,LA,province
30010,,HABANA,province
30011,Sentence 1568,3RA,principal_street
30012,,e/c,rw
30013,,2,first_side_street
30014,,&,rw
30015,,calz,rw
30016,,MORALES,second_side_street
30017,," , ",rw
30018,,ESCALA,locality
30019,,GUANABACOA,municipality
30020,," , ",rw
30021,,CIDAD,province
30022,,DE,province
30023,,iA,province
30024,,HABANA,province
30025,Sentence 1569,3RA,principal_street
30026,,czda.,rw
30027,,entre,rw
30028,,2DA,first_side_street
30029,,y,rw
30030,,MORALES,second_side_street
30031,," , ",rw
30032,,ESCALA,locality
30033,," , ",rw
30034,,GUANABACOA,municipality
30035,," , ",rw
30036,,CIUDAD,province
30037,,DE,province
30038,,LA,province
30039,,HABANA,province
30040,Sentence 1570,3RA,principal_street
30041,,calzada,rw
30042,,entre,rw
30043,,ctra,rw
30044,,A,first_side_street
30045,,y,rw
30046,,B,second_side_street
30047,," , ",rw
30048,,NARANJO,locality
30049,," , ",rw
30050,,GUANABACOA,municipality
30051,,CIUDAD,province
30052,,DE,province
30053,,LA,province
30054,,HABANA,province
30055,Sentence 1571,3RA,principal_street
30056,,ave,rw
30057,,/,rw
30058,,CENTRAL,first_side_street
30059,,&,rw
30060,,4,second_side_street
30061,," , ",rw
30062,,MAMBI,locality
30063,," , ",rw
30064,,GUANABACOA,municipality
30065,,CIUDAD,province
30066,,DE,province
30067,,LA,province
30068,,HABANA,province
30069,Sentence 1572,calle,rw
30070,,114,principal_street
30071,,e/c,rw
30072,,5TA,first_side_street
30073,,F,first_side_street
30074,,&,rw
30075,,ave.,rw
30076,,5,second_side_street
30077,,B,second_side_street
30078,," , ",rw
30079,,PLAYAS,locality
30080,,DE,locality
30081,,MIRAMAR,locality
30082,," , ",rw
30083,,PLAYA,municipality
30084,," , ",rw
30085,,CIUDAD,province
30086,,DE,province
30087,,LA,province
30088,,HABANA,province
30089,Sentence 1573,carretera,rw
30090,,114,principal_street
30091,,edificio,rw
30092,,2B108,building
30093,,aptto,rw
30094,,3D3,apartment
30095,,E/,rw
30096,,5TA,first_side_street
30097,,F,first_side_street
30098,,y,rw
30099,,carret,rw
30100,,QUINTA,second_side_street
30101,,B,second_side_street
30102,," , ",rw
30103,,PLAYAS,locality
30104,,DE,locality
30105,,MIRAMAR,locality
30106,," , ",rw
30107,,PLAYA,municipality
30108,," , ",rw
30109,,CIUDAD,province
30110,,DE,province
30111,,LA,province
30112,,HABANA,province
30113,Sentence 1574,114,principal_street
30114,,entre,rw
30115,,calles,rw
30116,,Calzada,rw
30117,,5TA,first_side_street
30118,,F,first_side_street
30119,,y,rw
30120,,calle,rw
30121,,5TA,second_side_street
30122,,B,second_side_street
30123,," , ",rw
30124,,PLAYAS,locality
30125,,DE,locality
30126,,MIRAMAR,locality
30127,," , ",rw
30128,,M.,rw
30129,,PLAYA,municipality
30130,," , ",rw
30131,,CIUDAD,province
30132,,DE,province
30133,,LA,province
30134,,HABANA,province
30135,Sentence 1575,Ctra,rw
30136,,114,principal_street
30137,,edif,rw
30138,,C53,building
30139,,apartamento,rw
30140,,73T,apartment
30141,,e/,rw
30142,,5,first_side_street
30143,,y,rw
30144,,calle,rw
30145,,5,second_side_street
30146,,B,second_side_street
30147,,PLAYAS,locality
30148,,DE,locality
30149,,MIRAMAR,locality
30150,," , ",rw
30151,,PLAYA,municipality
30152,," , ",rw
30153,,CIUDAD,province
30154,,DE,province
30155,,LA,province
30156,,HABANA,province
30157,Sentence 1576,carretera,rw
30158,,114,principal_street
30159,,81H971,building
30160,,etr.,rw
30161,,Calzada,rw
30162,,5,first_side_street
30163,,y,rw
30164,,QUINTA,second_side_street
30165,,B,second_side_street
30166,," , ",rw
30167,,PLAYAS,locality
30168,,DE,locality
30169,,MIRAMAR,locality
30170,," , ",rw
30171,,PLAYA,municipality
30172,," , ",rw
30173,,CIUDAD,province
30174,,DE,province
30175,,LA,province
30176,,HABANA,province
30177,Sentence 1577,114,principal_street
30178,,edif,rw
30179,,número,rw
30180,,8G0087,building
30181,,apto.,rw
30182,,nro,rw
30183,,75,apartment
30184,,e\c,rw
30185,,5,first_side_street
30186,,y,rw
30187,,calz.,rw
30188,,5TA,second_side_street
30189,,B,second_side_street
30190,," , ",rw
30191,,reparto,rw
30192,,PLAYAS,locality
30193,,DE,locality
30194,,MIRAMAR,locality
30195,," , ",rw
30196,,PLAYA,municipality
30197,," , ",rw
30198,,CIUDAD,province
30199,,DE,province
30200,,LA,province
30201,,HABANA,province
30202,Sentence 1578,114,principal_street
30203,,\,rw
30204,,5TA,first_side_street
30205,,calz,rw
30206,,y,rw
30207,,calle,rw
30208,,5,second_side_street
30209,,B,second_side_street
30210,," , ",rw
30211,,PLAYAS,locality
30212,,DE,locality
30213,,MIRAMAR,locality
30214,," , ",rw
30215,,PLAYA,municipality
30216,," , ",rw
30217,,CIUDAD,province
30218,,DE,province
30219,,LA,province
30220,,HABANA,province
30221,Sentence 1579,226,principal_street
30222,,etr.,rw
30223,,Ave.,rw
30224,,3RA,first_side_street
30225,,A,first_side_street
30226,,y,rw
30227,,calle,rw
30228,,3,second_side_street
30229,,B,second_side_street
30230,,PLAYA,locality
30231,,DE,locality
30232,,JAIMANIAS,locality
30233,,PLAYA,municipality
30234,," , ",rw
30235,,CIUDAD,province
30236,,DE,province
30237,,LA,province
30238,,HABANA,province
30239,Sentence 1580,226,principal_street
30240,,edif.,rw
30241,,A8404,building
30242,,ap,rw
30243,,45,apartment
30244,,e\c,rw
30245,,3RA,first_side_street
30246,,A,first_side_street
30247,,y,rw
30248,,TERCERA,second_side_street
30249,,B,second_side_street
30250,," , ",rw
30251,,PLAYA,locality
30252,,DE,locality
30253,,JAIMANITAS,locality
30254,," , ",rw
30255,,PLAYA,municipality
30256,," , ",rw
30257,,CIUDAD,province
30258,,DE,province
30259,,LA,province
30260,,HABANA,province
30261,Sentence 1581,Calzada,rw
30262,,226,principal_street
30263,,%,rw
30264,,3RA,first_side_street
30265,,A,first_side_street
30266,,y,rw
30267,,ca,rw
30268,,3RA,second_side_street
30269,,B,second_side_street
30270,," , ",rw
30271,,PLAYA,locality
30272,,DE,locality
30273,,JAIMANITAS,locality
30274,,PLAYA,municipality
30275,,CIUDAD,province
30276,,DE,province
30277,,LA,province
30278,,HABANA,province
30279,Sentence 1582,226,principal_street
30280,,ent.,rw
30281,,3,first_side_street
30282,,B,first_side_street
30283,,y,rw
30284,,Ave,rw
30285,,3,second_side_street
30286,,C,second_side_street
30287,," , ",rw
30288,,PLAYA,locality
30289,,DE,locality
30290,,JAIMANITAS,locality
30291,," , ",rw
30292,,PLAYA,municipality
30293,," , ",rw
30294,,CIUDAD,province
30295,,DE,province
30296,,LA,province
30297,,HABANA,province
30298,Sentence 1583,226,principal_street
30299,,EDF,rw
30300,,A,building
30301,,%,rw
30302,,ave.,rw
30303,,3,first_side_street
30304,,B,first_side_street
30305,,y,rw
30306,,TERCERA,second_side_street
30307,,C,second_side_street
30308,," , ",rw
30309,,rpt,rw
30310,,PLAYA,locality
30311,,DE,locality
30312,,JAIMANITAS,locality
30313,," , ",rw
30314,,PLAYA,municipality
30315,," , ",rw
30316,,CIUDAD,province
30317,,DE,province
30318,,LA,province
30319,,HABANA,province
30320,Sentence 1584,calz.,rw
30321,,226,principal_street
30322,,e\c,rw
30323,,3,first_side_street
30324,,B,first_side_street
30325,,y,rw
30326,,3RA,second_side_street
30327,,C,second_side_street
30328,,EDIF.,rw
30329,,C,building
30330,,apt,rw
30331,,H46,apartment
30332,," , ",rw
30333,,PLAYA,locality
30334,,DE,locality
30335,,JAIMANITAS,locality
30336,," , ",rw
30337,,PLAYA,municipality
30338,," , ",rw
30339,,CIUDAD,province
30340,,DE,province
30341,,LA,province
30342,,HABANA,province
30343,Sentence 1585,pasaje,rw
30344,,226,principal_street
30345,,e/c,rw
30346,,TERCERA,first_side_street
30347,,B,first_side_street
30348,,&%,rw
30349,,3,second_side_street
30350,,C,second_side_street
30351,,edificio,rw
30352,,770,building
30353,,apart.,rw
30354,,83,apartment
30355,," , ",rw
30356,,PLAYA,locality
30357,,DE,locality
30358,,JAIMANITAS,locality
30359,," , ",rw
30360,,PLAYA,municipality
30361,," , ",rw
30362,,CIUDAD,province
30363,,DE,province
30364,,LA,province
30365,,HABANA,province
30366,Sentence 1586,calz,rw
30367,,226,principal_street
30368,,Edifi,rw
30369,,A,building
30370,,entre,rw
30371,,TERCERA,first_side_street
30372,,B,first_side_street
30373,,y,rw
30374,,calz.,rw
30375,,TERCERA,second_side_street
30376,,C,second_side_street
30377,,PLAYA,locality
30378,,DE,locality
30379,,JAIMANITAS,locality
30380,," , ",rw
30381,,PLAYA,municipality
30382,,CIUDAD,province
30383,,DE,province
30384,,LA,province
30385,,HABANA,province
30386,Sentence 1587,226,principal_street
30387,,etr.,rw
30388,,TERCERA,first_side_street
30389,,B,first_side_street
30390,,y,rw
30391,,3RA,second_side_street
30392,,C,second_side_street
30393,,PLAYA,locality
30394,,DE,locality
30395,,JAIMANITAS,locality
30396,," , ",rw
30397,,PLAYA,municipality
30398,," , ",rw
30399,,CIUDAD,province
30400,,DE,province
30401,,LA,province
30402,,HABANA,province
30403,Sentence 1588,calle,rw
30404,,226,principal_street
30405,,E/,rw
30406,,ave.,rw
30407,,3RA,first_side_street
30408,,B,first_side_street
30409,,y,rw
30410,,3,second_side_street
30411,,C,second_side_street
30412,,PLAYA,locality
30413,,DE,locality
30414,,JAIMANITAS,locality
30415,,PLAYA,municipality
30416,," , ",rw
30417,,CIUDAD,province
30418,,DE,province
30419,,LA,province
30420,,HABANA,province
30421,Sentence 1589,226,principal_street
30422,,EDF,rw
30423,,nu.,rw
30424,,8F8,building
30425,,apartamento,rw
30426,,6T9,apartment
30427,,entre,rw
30428,,3RA,first_side_street
30429,,B,first_side_street
30430,,y,rw
30431,,Ave.,rw
30432,,TERCERA,second_side_street
30433,,C,second_side_street
30434,," , ",rw
30435,,rpt,rw
30436,,PLAYA,locality
30437,,DE,locality
30438,,JAIMANITAS,locality
30439,," , ",rw
30440,,PLAYA,municipality
30441,," , ",rw
30442,,CIUDAD,province
30443,,DE,province
30444,,LA,province
30445,,HABANA,province
30446,Sentence 1590,czda.,rw
30447,,226,principal_street
30448,,e,rw
30449,,/,rw
30450,,calz,rw
30451,,3RA,first_side_street
30452,,B,first_side_street
30453,,y,rw
30454,,3RA,second_side_street
30455,,C,second_side_street
30456,," , ",rw
30457,,PLAYA,locality
30458,,DE,locality
30459,,JAIMANITAS,locality
30460,,PLAYA,municipality
30461,," , ",rw
30462,,CIUDAD,province
30463,,DE,province
30464,,LA,province
30465,,HABANA,province
30466,Sentence 1591,calz,rw
30467,,226,principal_street
30468,,\,rw
30469,,Ave.,rw
30470,,230,first_side_street
30471,,y,rw
30472,,9,second_side_street
30473,," , ",rw
30474,,ALTURAS,locality
30475,,DE,locality
30476,,JAIMANITAS,locality
30477,,PLAYA,municipality
30478,," , ",rw
30479,,CIUDAD,province
30480,,DE,province
30481,,LA,province
30482,,HABANA,province
30483,Sentence 1592,226,principal_street
30484,,ent.,rw
30485,,calle,rw
30486,,230,first_side_street
30487,,y,rw
30488,,9NA,second_side_street
30489,,czda.,rw
30490,," , ",rw
30491,,ALTURAS,locality
30492,,DE,locality
30493,,AIMANITAS,locality
30494,,PLAAYA,municipality
30495,," , ",rw
30496,,CIUDAD,province
30497,,DE,province
30498,,LA,province
30499,,HABANA,province
30500,Sentence 1593,236,principal_street
30501,,entre,rw
30502,,pasaje,rw
30503,,5TA,first_side_street
30504,,A,first_side_street
30505,,y,rw
30506,,calle,rw
30507,,QUINTA,second_side_street
30508,,B,second_side_street
30509,,num.,rw
30510,,68435,building
30511,," , ",rw
30512,,PLAYA,locality
30513,,DE,locality
30514,,JAIMANITAS,locality
30515,," , ",rw
30516,,PLAYA,municipality
30517,," , ",rw
30518,,CIUDAD,province
30519,,DE,province
30520,,LA,province
30521,,HABANA,province
30522,Sentence 1594,calle,rw
30523,,236,principal_street
30524,,entre,rw
30525,,5TA,first_side_street
30526,,@,first_side_street
30527,,y,rw
30528,,calle,rw
30529,,5TA,second_side_street
30530,,B,second_side_street
30531,,PLAYA,locality
30532,,DDE,locality
30533,,JAIMANITAS,locality
30534,," , ",rw
30535,,PLAYA,municipality
30536,," , ",rw
30537,,CIUDAD,province
30538,,DE,province
30539,,LA,province
30540,,HABANA,province
30541,Sentence 1595,236,principal_street
30542,,edi,rw
30543,,78,building
30544,,entre,rw
30545,,calle,rw
30546,,5,first_side_street
30547,,B,first_side_street
30548,,y,rw
30549,,ave.,rw
30550,,5,second_side_street
30551,,C,second_side_street
30552,,PLAYA,locality
30553,,DE,locality
30554,,JAIMANITAS,locality
30555,,PLAYA,municipality
30556,," , ",rw
30557,,CIUDAD,province
30558,,DE,province
30559,,LA,province
30560,,HABANA,province
30561,Sentence 1596,236,principal_street
30562,,Edificio,rw
30563,,D,building
30564,,ap,rw
30565,,nro.,rw
30566,,31A,apartment
30567,,e/,rw
30568,,avenida,rw
30569,,5,first_side_street
30570,,B,first_side_street
30571,,y,rw
30572,,Carr,rw
30573,,QUINTA,second_side_street
30574,,C,second_side_street
30575,," , ",rw
30576,,PLAYA,locality
30577,,DE,locality
30578,,JAIMANITAS,locality
30579,," , ",rw
30580,,Mun.,rw
30581,,PLAYA,municipality
30582,," , ",rw
30583,,CIUDAD,province
30584,,DE,province
30585,,LA,province
30586,,HABANA,province
30587,Sentence 1597,236,principal_street
30588,,EDIF.,rw
30589,,C197,building
30590,,apto,rw
30591,,82J,apartment
30592,,entre,rw
30593,,5,first_side_street
30594,,v,first_side_street
30595,,y,rw
30596,,5TA,second_side_street
30597,,C,second_side_street
30598,,PLAYA,locality
30599,,DE,locality
30600,,JAIMANITAS,locality
30601,," , ",rw
30602,,PLAYA,municipality
30603,," , ",rw
30604,,CIUDAD,province
30605,,DE,province
30606,,LA,province
30607,,HABANA,province
30608,Sentence 1598,236,principal_street
30609,,entre,rw
30610,,calles,rw
30611,,QUINTA,first_side_street
30612,,B,first_side_street
30613,,y,rw
30614,,5,second_side_street
30615,,C,second_side_street
30616,,PLAYA,locality
30617,,DE,locality
30618,,JAIMANITAS,locality
30619,," , ",rw
30620,,PLAY@,municipality
30621,," , ",rw
30622,,CIUDAD,province
30623,,DE,province
30624,,LA,province
30625,,HABANA,province
30626,Sentence 1599,236,principal_street
30627,,Edificio,rw
30628,,F63683,building
30629,,apt,rw
30630,,25,apartment
30631,,e/,rw
30632,,QUINTA,first_side_street
30633,,B,first_side_street
30634,,y,rw
30635,,QUINTA,second_side_street
30636,,C,second_side_street
30637,," , ",rw
30638,,PLAYA,locality
30639,,DE,locality
30640,,JAIMANITAS,locality
30641,," , ",rw
30642,,PLAYA,municipality
30643,," , ",rw
30644,,CIUDAD,province
30645,,DE,province
30646,,LA,province
30647,,HABANA,province
30648,Sentence 1600,calle,rw
30649,,236,principal_street
30650,,edf,rw
30651,,G,building
30652,,apartamento,rw
30653,,nuu.,rw
30654,,32T,apartment
30655,,e/,rw
30656,,QUINTA,first_side_street
30657,,B,first_side_street
30658,,y,rw
30659,,calz.,rw
30660,,5TA,second_side_street
30661,,C,second_side_street
30662,,PLAYA,locality
30663,,DE,locality
30664,,JAIMANITAS,locality
30665,," , ",rw
30666,,PLAYA,municipality
30667,," , ",rw
30668,,CIUDAD,province
30669,,DE,province
30670,,LA,province
30671,,HABANA,province
30672,Sentence 1601,calle,rw
30673,,236,principal_street
30674,,EDIFICIO,rw
30675,,7,building
30676,,entre,rw
30677,,ca,rw
30678,,5TA,first_side_street
30679,,B,first_side_street
30680,,y,rw
30681,,calz,rw
30682,,5,second_side_street
30683,,C,second_side_street
30684,," , ",rw
30685,,PLAYA,locality
30686,,DE,locality
30687,,JAIMANITAS,locality
30688,," , ",rw
30689,,PLAYA,municipality
30690,," , ",rw
30691,,CIUDAD,province
30692,,DE,province
30693,,LA,province
30694,,HABANA,province
30695,Sentence 1602,236,principal_street
30696,,edif.,rw
30697,,num,rw
30698,,9998,building
30699,,apartamento,rw
30700,,98,apartment
30701,,etr.,rw
30702,,5TA,first_side_street
30703,,B,first_side_street
30704,,y,rw
30705,,QUINTA,second_side_street
30706,,C,second_side_street
30707,," , ",rw
30708,,rpt,rw
30709,,PLAYA,locality
30710,,DE,locality
30711,,JAIMANITAS,locality
30712,," , ",rw
30713,,Mno.,rw
30714,,PLAYA,municipality
30715,,CIUDAD,province
30716,,DE,province
30717,,LA,province
30718,,HABANA,province
30719,Sentence 1603,236,principal_street
30720,,edif.,rw
30721,,B93,building
30722,,ap,rw
30723,,92,apartment
30724,,E\,rw
30725,,5TA,first_side_street
30726,,B,first_side_street
30727,,y,rw
30728,,Carr.,rw
30729,,5TA,second_side_street
30730,,C,second_side_street
30731,," , ",rw
30732,,PLAYA,locality
30733,,DE,locality
30734,,JAIMANITAS,locality
30735,," , ",rw
30736,,PLAYA,municipality
30737,," , ",rw
30738,,CIUDAD,province
30739,,DE,province
30740,,LA,province
30741,,HABANA,province
30742,Sentence 1604,236,principal_street
30743,,5314,building
30744,,entre,rw
30745,,5,first_side_street
30746,,C,first_side_street
30747,,&%,rw
30748,,calzada,rw
30749,,5,second_side_street
30750,,E,second_side_street
30751,,localidad,rw
30752,,PLAYA,locality
30753,,DE,locality
30754,,JAIMANITAS,locality
30755,,PLAYA,municipality
30756,," , ",rw
30757,,CIUDAD,province
30758,,DE,province
30759,,LA,province
30760,,HABANA,province
30761,Sentence 1605,Calzada,rw
30762,,236,principal_street
30763,,edif.,rw
30764,,9H7,building
30765,,aptto,rw
30766,,7C6,apartment
30767,,E\,rw
30768,,5,first_side_street
30769,,C,first_side_street
30770,,y,rw
30771,,Ave,rw
30772,,QUINTA,second_side_street
30773,,E,second_side_street
30774,," , ",rw
30775,,PLAYA,locality
30776,,DE,locality
30777,,JAIMANITAS,locality
30778,,PLAYA,municipality
30779,,CIUDAD,province
30780,,DE,province
30781,,LA,province
30782,,HABANA,province
30783,Sentence 1606,236,principal_street
30784,,E/,rw
30785,,carretera,rw
30786,,5,first_side_street
30787,,C,first_side_street
30788,,y,rw
30789,,5TA,second_side_street
30790,,E,second_side_street
